Customer ID,Name,Surname,Gender,Age,Region,Job Classification,Date Joined,Balance,Credit Rating,Employed,Marriage Status
100000217,Carolyn,Hart,Female,28,Cary,White Collar,13.Apr.15,27008.87,764,Yes,Widowed
300002150,Jasmine,Mitchell,Female,37,Durham, ,19.Sep.15,15635.08,191,No,Divorced
100000877,Megan,Reid,Female,34,Cary,White Collar,14.Jun.15,76181.33,485,Yes,Married
300003006,Claire,Scott,Female,34,Durham,White Collar,03.Nov.15,116366.09,362,N/A,Separated
200003099,Colin,Walsh,Male,40,Charlotte,Blue Collar,10.Nov.15,18505.82,194,N/A,Divorced
100003195,Yvonne,Graham,Female,35,Cary,White Collar,15.Nov.15,31376.37,818,N/A,Divorced
100003916,Samantha,Clarkson,Female,39,Cary,Blue Collar,24.Dec.15,23208.75,489,Yes,Divorced
100001381,Sebastian,Allan,Male,30,Cary,Blue Collar,26.Jul.15,32676.42,412,Yes,Married
200002872,Penelope,Wilson,Female,38,Charlotte, ,28.Oct.15,67598.37,310,Yes,Widowed
100003745,Caroline,Nash,Female,26,Cary,White Collar,16.Dec.15,3974.04,730,Yes,Single
100003917,Audrey,Walsh,Female,29,Cary,White Collar,24.Dec.15,37466.44,686,No,Married
100000798,Karen,Tucker,Female,27,Cary, ,04.Jun.15,8680.37,573,N/A,Separated
100001369,Zoe,Murray,Female,49,Cary,White Collar,25.Jul.15,92941.82,562,Yes,Consensual union
400001980,Harry,Hudson,Male,29,Raleigh,Blue Collar,09.Sep.15,33615.06,592,N/A,Divorced
300000633,Piers,Miller,Male,42,Durham,White Collar,22.May.15,39588.61,778,N/A,Divorced
400001701,Lauren,Greene,Female,41,Raleigh,White Collar,21.Aug.15,57177.94,433,N/A,Consensual union
100001820,Edward,Clarkson,Male,27,Cary,White Collar,28.Aug.15,39495.99,775,No,Married
100002864,Faith,Murray,Female,30,Cary,White Collar,28.Oct.15,2633.71,414,No,Widowed
100000315,Peter,Metcalfe,Male,27,Cary, ,26.Apr.15,7336.33,428,N/A,Divorced
100002302,Neil,Wright,Male,28,Cary, ,26.Sep.15,11825.37,813,Yes,Single
100002575,Andrew,MacDonald,Male,31,Cary,White Collar,12.Oct.15,26913.26,821,Yes,Widowed
200002653,Chloe,Short,Female,52,Charlotte, ,16.Oct.15,53599.25,400,Yes,Divorced
100002936,Audrey,Short,Female,42,Cary,White Collar,31.Oct.15,15389.73,670,No,Widowed
200003858,Ruth,Carr,Female,43,Charlotte, ,21.Dec.15,3297.32,522,N/A,Widowed
100000175,Max,Stewart,Male,31,Cary,White Collar,06.Apr.15,15986.62,438,Yes,Single
300001285,Grace,Lyman,Female,32,Durham,White Collar,20.Jul.15,72238.95,765,Yes,Widowed
300001589,Liam,Jackson,Male,37,Durham,Blue Collar,11.Aug.15,94647.65,798,No,Separated
100003481,Penelope,Ellison,Female,28,Cary,White Collar,02.Dec.15,104030.29,596,Yes,Divorced
200000106,Ella,Bond,Female,54,Charlotte, ,16.Mar.15,44973.03,680,Yes,Widowed
200000911,Julian,Hunter,Male,48,Charlotte, ,18.Jun.15,1341.31,388,No,Widowed
400000915,Melanie,Hemmings,Female,26,Raleigh, ,18.Jun.15,54272.56,679,N/A,Separated
100001098,Chloe,Martin,Female,24,Cary,Blue Collar,06.Jul.15,77514.08,437,N/A,Married or married but separated
100001687,Pippa,Coleman,Female,34,Cary,White Collar,21.Aug.15,24827.57,701,Yes,Never married
200002007,Adam,White,Male,51,Charlotte, ,11.Sep.15,16192.49,329,N/A,Divorced
400000692,Hannah,Hudson,Female,34,Raleigh, ,26.May.15,121806.79,254,No,Single
100001506,Una,Ball,Female,38,Cary,White Collar,04.Aug.15,25195.87,522,N/A,Widowed
200002103,Jacob,Watson,Male,46,Charlotte, ,17.Sep.15,94781.97,232,N/A,Widowed
200002161,Benjamin,Sanderson,Male,46,Charlotte,Blue Collar,20.Sep.15,7532.32,776,Yes,Widowed
100002505,John,Springer,Male,46,Cary,Blue Collar,08.Oct.15,22318.08,732,N/A,Married
100000489,Kevin,Wright,Male,41,Cary,White Collar,14.May.15,80877.94,550,N/A,Married
100001225,Connor,McLean,Male,34,Cary,White Collar,15.Jul.15,919.1,602,Yes,Married or married but separated
100001556,Anna,Rampling,Female,25,Cary,White Collar,09.Aug.15,66105.55,798,No,Divorced
100000283,Stephanie,Smith,Female,34,Cary,White Collar,20.Apr.15,12559.26,397,Yes,Single
200001053,Alan,Ogden,Male,38,Charlotte,Blue Collar,01.Jul.15,26844.18,579,N/A,Divorced
100001126,Heather,Ball,Female,49,Cary,White Collar,08.Jul.15,68026.14,299,Yes,Single
200002788,Trevor,Fraser,Male,53,Charlotte,Blue Collar,25.Oct.15,31175.46,205,Yes,Married
100003658,Ruth,MacDonald,Female,35,Cary,White Collar,11.Dec.15,123357.17,506,Yes,Widowed
100003894,Tim,Chapman,Male,38,Cary,White Collar,23.Dec.15,46663.19,298,N/A,Married
300000753,David,Mills,Male,34,Durham, ,30.May.15,35449.82,540,N/A,Single
200001810,Jason,Campbell,Male,33,Charlotte, ,27.Aug.15,37752.35,533,Yes,Single
100002231,Una,Paterson,Female,32,Cary,White Collar,24.Sep.15,37281.32,814,No,Married or in consensual union
100002742,Alison,Manning,Female,30,Cary,White Collar,22.Oct.15,143808.39,232,N/A,Widowed
200002187,Leah,Gibson,Female,46,Charlotte, ,22.Sep.15,13507.48,743,N/A,Separated
100002529,Sally,Wilkins,Female,36,Cary,White Collar,09.Oct.15,24177.3,715,N/A,Consensual union
200000406,Ian,May,Male,39,Charlotte,Blue Collar,07.May.15,39343.24,641,Yes,Widowed
100001074,Jack,Metcalfe,Male,37,Cary,White Collar,04.Jul.15,50527.47,433,N/A,Single
100002998,Alan,Terry,Male,30,Cary,Blue Collar,03.Nov.15,15452.89,153,Yes,Consensual union
200003578,Caroline,Stewart,Female,35,Charlotte, ,06.Dec.15,5897.92,344,No,Widowed
100000278,Irene,Vaughan,Female,30,Cary,Blue Collar,19.Apr.15,71596.18,331,No,Married
100000618,Andrew,Wright,Male,42,Cary,White Collar,21.May.15,16236.11,159,N/A,Married
100002570,Dan,Rampling,Male,39,Cary,White Collar,12.Oct.15,53388.21,417,No,Divorced
100002911,Adam,Hemmings,Male,37,Cary,Blue Collar,30.Oct.15,60097.21,526,Yes,Single
300000302,William,Wilkins,Male,30,Durham,Blue Collar,23.Apr.15,13597.9,819,No,Widowed
100000445,Rose,Hodges,Female,43,Cary,White Collar,11.May.15,44996.7,484,Yes,Divorced
300000702,Diane,Underwood,Female,31,Durham,White Collar,27.May.15,56873.89,749,N/A,Separated
200001031,Tracey,Ferguson,Female,48,Charlotte, ,29.Jun.15,6104.59,779,No,Widowed
100002139,Luke,Mackenzie,Male,38,Cary,White Collar,19.Sep.15,59179.29,212,N/A,Married
400000431,Jan,Avery,Female,29,Raleigh,White Collar,09.May.15,743.29,456,No,Single
100002459,Peter,James,Male,37,Cary,White Collar,04.Oct.15,19014.05,151,No,Widowed
300003142,Elizabeth,Arnold,Female,40,Durham,White Collar,12.Nov.15,19448.19,287,Yes,Widowed
300003706,Gordon,Ross,Male,34,Durham, ,13.Dec.15,15746.62,363,Yes,Widowed
400000442,Dorothy,Duncan,Female,33,Raleigh, ,10.May.15,72810.9,539,Yes,Married
100001429,David,Lyman,Male,32,Cary,White Collar,29.Jul.15,13668.23,264,Yes,Separated
100001667,Bernadette,Piper,Female,56,Cary,White Collar,19.Aug.15,997.01,748,No,Never married
100002080,Chloe,Thomson,Female,40,Cary,White Collar,16.Sep.15,72020.25,335,Yes,Single
200002725,Ian,Skinner,Male,55,Charlotte,Blue Collar,21.Oct.15,48227.16,479,Yes,Single
100002878,Emma,Short,Female,36,Cary,White Collar,29.Oct.15,59611.33,436,Yes,Married
100000317,Liam,Stewart,Male,35,Cary,White Collar,26.Apr.15,43790.83,488,No,Single
100000616,Alison,Cornish,Female,40,Cary,White Collar,21.May.15,22671.13,479,Yes,Widowed
100001833,Oliver,Kelly,Male,27,Cary,White Collar,29.Aug.15,31637.34,464,N/A,Separated
100001909,Nicola,May,Female,36,Cary,White Collar,04.Sep.15,23749.79,762,Yes,Consensual union
200002649,Kevin,Sutherland,Male,44,Charlotte,Blue Collar,16.Oct.15,38646.92,701,N/A,Divorced
100002739,Nathan,Springer,Male,40,Cary,White Collar,22.Oct.15,34694.96,687,N/A,Divorced
200003214,Edward,Vaughan,Male,58,Charlotte,Blue Collar,16.Nov.15,79655.37,496,Yes,Widowed
100003786,Gavin,Hart,Male,35,Cary,White Collar,17.Dec.15,137981.62,279,N/A,Widowed
200000118,Adam,McGrath,Male,52,Charlotte, ,28.Mar.15,67682.92,510,Yes,Widowed
100000379,Melanie,Henderson,Female,38,Cary, ,06.May.15,19744.49,406,Yes,Divorced
200001479,Nicholas,Black,Male,60,Charlotte, ,01.Aug.15,89173.1,689,N/A,Separated
100001584,Tim,Davidson,Male,33,Cary,White Collar,11.Aug.15,35607.63,636,N/A,Separated
300001839,Sue,MacLeod,Female,38,Durham,White Collar,29.Aug.15,23308.43,297,N/A,Separated
100003397,Bella,Ellison,Female,30,Cary,White Collar,27.Nov.15,279.01,573,Yes,Married
100000872,Sally,MacDonald,Female,46,Cary,White Collar,14.Jun.15,20383.64,259,No,Divorced or Separated
200002598,Sean,Cornish,Male,52,Charlotte, ,13.Oct.15,45992.16,733,N/A,Widowed
100000189,Wendy,Morrison,Female,40,Cary,White Collar,08.Apr.15,9431.04,163,N/A,Single
100001090,Brian,Metcalfe,Male,25,Cary, ,06.Jul.15,44277.62,688,Yes,Divorced
100001414,Stephen,Ogden,Male,29,Cary, ,28.Jul.15,106821.73,343,Yes,Single
100002000,Edward,May,Male,39,Cary,White Collar,11.Sep.15,30475.64,592,No,Single
100002419,Diane,Ellison,Female,33,Cary,White Collar,02.Oct.15,46035.81,489,Yes,Married
100003672,Anna,Poole,Female,24,Cary, ,12.Dec.15,17946.83,208,N/A,Married or married but separated
100000745,Victor,Wilson,Male,46,Cary,White Collar,30.May.15,47074.94,178,Yes,Single
200002394,Anna,Oliver,Female,44,Charlotte, ,30.Sep.15,24636.06,520,N/A,Married
100002607,Ruth,Brown,Female,25,Cary,White Collar,14.Oct.15,23571.9,273,N/A,Married
100003000,Alison,Mitchell,Female,30,Cary,White Collar,03.Nov.15,52200.62,676,N/A,Separated
300003104,Lucas,Newman,Male,42,Durham,White Collar,10.Nov.15,14699.25,397,No,Married
200003540,Nathan,Ogden,Male,57,Charlotte,Blue Collar,04.Dec.15,5042.52,219,N/A,Married
100003682,David,Watson,Male,28,Cary,White Collar,13.Dec.15,40037.6,219,Yes,Widowed
100000332,Carolyn,Churchill,Female,34,Cary,White Collar,28.Apr.15,24709.89,282,No,Married
200003791,Bernadette,Davidson,Female,49,Charlotte, ,17.Dec.15,5981.41,175,No,Divorced
300000966,Lauren,Bond,Female,38,Durham,Blue Collar,21.Jun.15,23669.58,473,N/A,Single
100001363,Gordon,Young,Male,38,Cary,White Collar,25.Jul.15,77710.39,383,Yes,Divorced
200002350,Gavin,Jones,Male,47,Charlotte,Blue Collar,28.Sep.15,14273.21,521,Yes,Single
100003191,Alexander,Reid,Male,31,Cary, ,15.Nov.15,5478.06,246,No,Divorced
100003856,Samson,James,Male,37,Cary,Blue Collar,21.Dec.15,23108.88,449,Yes,Married
100000377,Samantha,Knox,Female,49,Cary, ,06.May.15,9119.52,169,No,Single
400000396,Fiona,Buckland,Female,32,Raleigh,Blue Collar,06.May.15,23059.56,777,N/A,Married
200000589,David,Cameron,Male,43,Charlotte,Blue Collar,19.May.15,64483.09,316,Yes,Separated
100003001,Matt,Abraham,Male,47,Cary,Blue Collar,03.Nov.15,8576.46,229,Yes,Single
100003458,Claire,Bond,Female,45,Cary,White Collar,30.Nov.15,41909.74,701,No,Single
200003564,Ava,Piper,Female,58,Charlotte,White Collar,05.Dec.15,22024,803,N/A,Married or in consensual union
200003582,Tim,Stewart,Male,49,Charlotte,Blue Collar,06.Dec.15,1018.95,612,N/A,Widowed
200003645,Adrian,Forsyth,Male,52,Charlotte,Blue Collar,10.Dec.15,69036.02,321,N/A,Single
400000830,Trevor,Mitchell,Male,21,Raleigh,White Collar,07.Jun.15,27022.94,670,No,Married
300001681,Leonard,Tucker,Male,29,Durham,White Collar,20.Aug.15,30556.05,382,Yes,Married
200002376,Paul,Murray,Male,43,Charlotte,Blue Collar,29.Sep.15,57784.39,315,N/A,Single
100002479,Andrew,Oliver,Male,37,Cary,White Collar,06.Oct.15,27526.79,515,Yes,Widowed
300001064,Austin,Vance,Male,42,Durham, ,02.Jul.15,11609.33,253,No,Single
100001755,Boris,Langdon,Male,29,Cary, ,24.Aug.15,50953.26,405,N/A,Separated
200001021,Vanessa,Bond,Female,57,Charlotte,Blue Collar,28.Jun.15,55886.74,155,Yes,Single
200003085,Jan,McDonald,Female,43,Charlotte, ,09.Nov.15,38308.54,667,Yes,Single
100000919,Natalie,Duncan,Female,28,Cary,White Collar,19.Jun.15,73859.27,500,Yes,Consensual union
200001567,John,Wilkins,Male,48,Charlotte,Blue Collar,10.Aug.15,35874.31,639,Yes,Widowed
100003947,Isaac,Peters,Male,46,Cary,Blue Collar,26.Dec.15,35219.88,677,No,Separated
300004000,Benjamin,Ellison,Male,40,Durham,White Collar,29.Dec.15,39935.98,631,Yes,Single
200000548,Emily,King,Female,63,Charlotte, ,18.May.15,10013.03,817,No,Widowed
100000873,Chloe,McDonald,Female,30,Cary,White Collar,14.Jun.15,35243.71,657,N/A,Married or in consensual union
100001543,Evan,Arnold,Male,26,Cary,White Collar,08.Aug.15,12883.77,290,Yes,Widowed
200001950,Boris,McDonald,Male,37,Charlotte,Blue Collar,07.Sep.15,18231.4,170,N/A,Divorced
100003203,Piers,Campbell,Male,37,Cary,White Collar,16.Nov.15,4269.31,775,No,Divorced
100003489,Stewart,Hughes,Male,33,Cary,White Collar,02.Dec.15,7593.12,637,N/A,Married
100002119,Emily,Bailey,Female,38,Cary,White Collar,18.Sep.15,95608.2,297,Yes,Married
100003627,Jason,Baker,Male,30,Cary,White Collar,10.Dec.15,47550.08,675,N/A,Single
100003829,Caroline,Skinner,Female,34,Cary,White Collar,20.Dec.15,3682.9,342,Yes,Divorced
200002142,Boris,Short,Male,46,Charlotte,Blue Collar,19.Sep.15,68884.38,686,N/A,Divorced
100001083,Katherine,Gill,Female,41,Cary,White Collar,05.Jul.15,81089.55,653,N/A,Widowed
100001106,Victoria,Miller,Female,29,Cary,Blue Collar,07.Jul.15,55720.37,609,No,Single
100001212,Lucas,Pullman,Male,39,Cary,White Collar,14.Jul.15,105718.04,287,N/A,Divorced
200002830,Mary,Hudson,Female,39,Charlotte, ,26.Oct.15,58376.83,773,Yes,Married
200003339,Colin,Fisher,Male,55,Charlotte, ,24.Nov.15,24030.97,687,N/A,Widowed
200003526,Ava,Jones,Female,52,Charlotte, ,03.Dec.15,61901.62,213,Yes,Separated
100003683,David,Rampling,Male,33,Cary,White Collar,13.Dec.15,53759.34,371,No,Divorced
100000036,Yvonne,Thomson,Female,36,Cary,White Collar,31.Jan.15,31680.67,826,N/A,Married
200000660,Keith,Parr,Male,53,Charlotte,Blue Collar,24.May.15,66329.8,817,N/A,Divorced
200003625,Brian,Burgess,Male,43,Charlotte,Blue Collar,09.Dec.15,29782.79,197,Yes,Divorced or Separated
100003681,Leah,Roberts,Female,35,Cary, ,13.Dec.15,16482.84,798,N/A,Single
300002906,Trevor,Brown,Male,31,Durham,Blue Collar,29.Oct.15,30436.38,787,No,Married
100003165,Liam,Clark,Male,31,Cary,White Collar,14.Nov.15,10377.13,348,N/A,Single
200003496,Owen,Rampling,Male,43,Charlotte,Blue Collar,02.Dec.15,30216.11,816,Yes,Never married
400000474,Harry,Peake,Male,33,Raleigh,White Collar,12.May.15,66642.91,759,N/A,Widowed
300000666,Alan,Forsyth,Male,35,Durham,Blue Collar,24.May.15,38041.18,363,N/A,Single
300001747,David,Wright,Male,44,Durham,White Collar,23.Aug.15,8128.57,223,Yes,Consensual union
200002710,Sebastian,Cameron,Male,45,Charlotte,Blue Collar,20.Oct.15,17520.08,445,Yes,Single
100002766,Trevor,Jackson,Male,28,Cary, ,24.Oct.15,5247.94,302,N/A,Married
300003355,Melanie,Metcalfe,Female,47,Durham,White Collar,25.Nov.15,3985.97,361,Yes,Widowed
100000937,Karen,White,Female,28,Cary,Blue Collar,20.Jun.15,6921.74,204,Yes,Married
100001051,Jacob,Bell,Male,47,Cary,White Collar,01.Jul.15,14703.33,660,Yes,Single
100001370,Kylie,Buckland,Female,30,Cary, ,25.Jul.15,105695.88,636,No,Married
400001521,Abigail,Mathis,Female,28,Raleigh, ,05.Aug.15,19160.55,151,N/A,Separated
200002548,Steven,Arnold,Male,52,Charlotte,Blue Collar,10.Oct.15,34118.28,254,Yes,Married
300000079,Ruth,Mathis,Female,23,Durham,Blue Collar,15.Mar.15,7370.52,665,Yes,Widowed
100001498,Fiona,Springer,Female,32,Cary,White Collar,03.Aug.15,30225.62,621,Yes,Married
100002138,Adrian,McDonald,Male,33,Cary,White Collar,19.Sep.15,7974.93,236,No,Divorced
200002176,Lisa,Sharp,Female,28,Charlotte,Blue Collar,21.Sep.15,39597.2,801,Yes,Consensual union
100002481,Julia,Stewart,Female,25,Cary,Blue Collar,06.Oct.15,31113.33,263,N/A,Married
100002639,Lauren,Paige,Female,22,Cary,White Collar,16.Oct.15,73415.97,570,No,Single
100002879,Amy,Coleman,Female,39,Cary,White Collar,29.Oct.15,22844.3,287,No,Single
100003095,Oliver,Campbell,Male,34,Cary,White Collar,10.Nov.15,96893.79,488,No,Divorced
100003374,Jack,Alsop,Male,42,Cary,Blue Collar,27.Nov.15,59160.59,232,No,Divorced
100003849,Katherine,Avery,Female,32,Cary,Blue Collar,21.Dec.15,10488.42,172,N/A,Widowed
100000136,Christopher,Mackenzie,Male,26,Cary,White Collar,02.Apr.15,12994.18,580,Yes,Widowed
200002292,Gordon,Wright,Male,53,Charlotte, ,25.Sep.15,67521.26,204,N/A,Divorced
300002314,Hannah,Hill,Female,20,Durham,White Collar,26.Sep.15,32823.6,415,Yes,Single
100003224,Rachel,Welch,Female,35,Cary, ,17.Nov.15,82688.19,208,No,Married
100003875,Samantha,King,Female,37,Cary,White Collar,23.Dec.15,6110.25,178,No,Widowed
100000311,Lucas,Avery,Male,30,Cary,Blue Collar,25.Apr.15,26572.16,348,No,Divorced
100000451,Tracey,Thomson,Female,36,Cary,Blue Collar,12.May.15,10303.92,690,Yes,Single
200002092,Carl,Howard,Male,48,Charlotte,Blue Collar,16.Sep.15,39883.56,759,Yes,Single
200002205,Michelle,Lyman,Female,47,Charlotte,White Collar,23.Sep.15,29046.07,649,N/A,Separated
100003288,Leonard,Roberts,Male,37,Cary,White Collar,21.Nov.15,77155.23,505,N/A,Married
100001958,Heather,Slater,Female,41,Cary,Blue Collar,08.Sep.15,105902.66,282,No,Widowed
300002603,Theresa,Graham,Female,33,Durham,White Collar,13.Oct.15,53133.68,696,No,Single
100000247,Claire,Dickens,Female,33,Cary,White Collar,17.Apr.15,14380.27,234,Yes,Single
100000640,David,Arnold,Male,38,Cary,Blue Collar,23.May.15,47824.63,316,Yes,Widowed
400001022,Jason,Bower,Male,38,Raleigh,White Collar,28.Jun.15,76999.31,781,No,Married
100000573,Sam,Howard,Male,35,Cary,White Collar,19.May.15,45176.14,302,N/A,Divorced
100000901,Rose,Butler,Female,38,Cary,White Collar,17.Jun.15,95477.25,622,Yes,Consensual union
100001689,Jan,McGrath,Female,32,Cary,White Collar,21.Aug.15,86890.77,486,N/A,Widowed
200001995,Phil,Peters,Male,45,Charlotte,Blue Collar,10.Sep.15,111961.53,413,N/A,Widowed
200002293,Jacob,Mackay,Male,49,Charlotte,Blue Collar,25.Sep.15,875.27,622,Yes,Married or married but separated
200002634,Paul,Sanderson,Male,57,Charlotte, ,15.Oct.15,139509.54,699,N/A,Married
100003316,Katherine,Davidson,Female,30,Cary, ,23.Nov.15,52474.35,188,Yes,Single
300003705,Julia,Abraham,Female,39,Durham,White Collar,13.Dec.15,3810.47,407,N/A,Single
100000078,Diane,Simpson,Female,36,Cary, ,10.Mar.15,38715.45,813,N/A,Single
100000119,Vanessa,Lyman,Female,18,Cary,White Collar,31.Mar.15,33524.41,538,No,Divorced
100000437,Sean,Sanderson,Male,31,Cary,Blue Collar,10.May.15,6459.02,771,No,Divorced
100000455,Eric,Henderson,Male,35,Cary,Blue Collar,12.May.15,1760.36,642,No,Single
100001134,Julia,Marshall,Female,36,Cary,White Collar,09.Jul.15,3108.56,204,N/A,Single
100002478,Diane,May,Female,38,Cary, ,06.Oct.15,37142.39,433,N/A,Single
100002787,Carol,Ince,Female,41,Cary,White Collar,25.Oct.15,8082.88,471,N/A,Divorced
200003769,Leonard,Carr,Male,61,Charlotte, ,16.Dec.15,55421.45,347,Yes,Single
100000174,Penelope,Glover,Female,31,Cary,White Collar,06.Apr.15,46078.71,510,N/A,Married
300001337,Diane,Stewart,Female,38,Durham,White Collar,22.Jul.15,60149.63,461,No,Separated
100001595,Bella,Avery,Female,40,Cary,Blue Collar,12.Aug.15,13612.39,338,No,Single
300002761,Samantha,Avery,Female,29,Durham,White Collar,23.Oct.15,10423.88,238,Yes,Divorced
100002889,Dan,Glover,Male,34,Cary,White Collar,29.Oct.15,62654.71,478,N/A,Divorced
200003124,Stephen,Bell,Male,51,Charlotte,Blue Collar,11.Nov.15,62238.7,214,Yes,Married
300003470,Anna,Reid,Female,41,Durham,White Collar,30.Nov.15,11632.48,444,No,Single
100001802,Amanda,Coleman,Female,41,Cary,Blue Collar,27.Aug.15,43298.43,764,No,Married
300001954,Gabrielle,Kerr,Female,35,Durham,White Collar,07.Sep.15,44438.94,384,Yes,Consensual union
200003121,Ruth,Davies,Female,27,Charlotte, ,11.Nov.15,7835.23,426,Yes,Single
200000260,Harry,Walsh,Male,45,Charlotte,Blue Collar,17.Apr.15,26059.74,395,No,Widowed
100001360,Brandon,Walker,Male,37,Cary,White Collar,24.Jul.15,59430.45,487,Yes,Married
400001523,Ella,Knox,Female,18,Raleigh,Blue Collar,05.Aug.15,31948.6,736,No,Widowed
100002939,William,Ogden,Male,35,Cary,White Collar,31.Oct.15,56363.31,611,No,Single
400001219,Carol,Clarkson,Female,34,Raleigh, ,14.Jul.15,20742.96,225,Yes,Widowed
100002154,Virginia,Springer,Female,29,Cary,White Collar,20.Sep.15,40656.48,523,N/A,Divorced
100002658,Ruth,Cornish,Female,37,Cary,White Collar,17.Oct.15,31117.71,341,N/A,Married
100003756,Lillian,Black,Female,45,Cary,White Collar,16.Dec.15,1439.15,503,N/A,Married
100001732,Jacob,Arnold,Male,47,Cary,White Collar,23.Aug.15,115722.65,553,Yes,Single
100003258,Jennifer,Graham,Female,42,Cary,White Collar,19.Nov.15,25158.08,489,N/A,Widowed
100000181,Mary,Watson,Female,32,Cary,White Collar,07.Apr.15,99806.54,708,Yes,Widowed
200000801,Karen,MacDonald,Female,53,Charlotte,White Collar,04.Jun.15,35865.54,609,N/A,Divorced
100000292,Karen,Glover,Female,40,Cary,White Collar,22.Apr.15,25248.37,683,Yes,Married
100001555,Dan,Cameron,Male,47,Cary, ,09.Aug.15,26891.41,663,Yes,Widowed
100002191,Edward,Cornish,Male,32,Cary,White Collar,23.Sep.15,64701.01,783,Yes,Divorced
300000427,Dominic,Welch,Male,24,Durham,White Collar,09.May.15,65526.26,769,Yes,Married
300001697,Justin,Dowd,Male,33,Durham, ,21.Aug.15,25705.16,466,No,Never married
100002596,Karen,Reid,Female,32,Cary,White Collar,13.Oct.15,27985.76,369,Yes,Married
200000076,Michael,Hemmings,Male,44,Charlotte,Blue Collar,24.Feb.15,58237.65,376,Yes,Consensual union
300000951,Sean,Nash,Male,36,Durham,Blue Collar,20.Jun.15,56653.07,636,N/A,Married
100002513,Lillian,Hunter,Female,31,Cary,White Collar,08.Oct.15,10512.25,664,No,Married
200003243,Rachel,Black,Female,46,Charlotte,Blue Collar,17.Nov.15,68527.61,156,N/A,Divorced
100000077,Frank,Brown,Male,38,Cary,White Collar,09.Mar.15,28509.46,696,No,Married
100000083,Paul,Mackay,Male,31,Cary,Blue Collar,16.Mar.15,9346.66,335,No,Single
100000959,Jessica,McGrath,Female,26,Cary,Blue Collar,21.Jun.15,23694.9,359,No,Married
300001563,Oliver,Wright,Male,49,Durham,White Collar,09.Aug.15,32867.5,517,N/A,Widowed
100002366,Stephen,Oliver,Male,31,Cary,White Collar,29.Sep.15,36528.38,539,No,Married
100002883,Dorothy,Paterson,Female,35,Cary,White Collar,29.Oct.15,6556.67,201,N/A,Single
200003318,David,Mackenzie,Male,50,Charlotte, ,23.Nov.15,57632.39,769,N/A,Divorced
200003770,Kimberly,Thomson,Female,55,Charlotte,Blue Collar,16.Dec.15,33460.57,804,No,Widowed
100000561,Lillian,Metcalfe,Female,30,Cary,White Collar,19.May.15,65904.54,397,N/A,Divorced or Separated
100002348,Benjamin,Payne,Male,41,Cary,White Collar,28.Sep.15,71079.13,205,No,Divorced
100002511,Dylan,Hughes,Male,37,Cary, ,08.Oct.15,8819.9,169,N/A,Widowed
